src,tgt
NC(=O)C1(CNC(C)(C)CNC(=O)C2CCCO2)CCCO1,*NC(=O)C1(CNC(C)(C)CNC(=O)C2(*)CCCO2)CCCO1
C(O)CC(=O)C1=C(O)C(OC2CC(OC)C(O)C(C)O2)CC1C=C(C)C=CC=CC(=O)NCCCCCCC,*C(O)CC(=O)C1=C(O)C(OC2CC(OC)C(O)C(C)O2)CC1C=C(C)C=CC=CC(=O)NC(*)CCCCCC
Cc1ccc2ccnc(OC3CC(C(=O)NC4(C(=O)[N-]S(=O)(=O)C5CC5)CC4C=C)N(C(=O)CC4CCCC4)C3)c2c1,*Cc1ccc2ccnc(OC3CC(C(=O)NC4(C(=O)[N-]S(=O)(=O)C5CC5)CC4C=C)N(C(=O)C(*)C4CCCC4)C3)c2c1
CCCCOCCC1OCC1(OC(C)=O)C1C(C)=CC(=O)C2=C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C1OC(=O)c1ccccc1)C2(C)C,*CCCCOCCC1OCC1(OC(C)=O)C1C(C)=C(*)C(=O)C2=C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C1OC(=O)c1ccccc1)C2(C)C
OCCN(CC(=O)OC)c1ccc(-c2cc3ccc(C(=O)OC)cc3[nH]2)cc1,*OCCN(CC(=O)OC)c1ccc(-c2cc3ccc(C(=O)OC)cc3[nH]2)cc1*
CCC(=O)Nc1ccc(CC(NS(=O)(=O)Cc2ccccc2)C(=O)NC(Cc2ccc(NC=O)cc2)C(=O)NCc2ccc(C(N)=[NH2+])cc2)cc1,*CCC(=O)Nc1ccc(CC(NS(=O)(=O)Cc2ccccc2)C(=O)NC(Cc2ccc(NC(*)=O)cc2)C(=O)NCc2ccc(C(N)=[NH2+])cc2)cc1
CC(CC=Cc1cnc2ccccc2c1)OC(=O)CC(OC(=O)CC)C(OC)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC)C(C)O2)C([NH+](C)C)C1O)C(CC=O)CC(C)CO,*CC(CC=Cc1cnc2ccccc2c1)OC(=O)CC(OC(=O)CC)C(OC)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC)C(C)O2)C([NH+](C)C)C1O)C(CC=O)CC(C)C(*)O
C(Cc1ccccc1)N(C)C(=O)C1CCCN1C(=O)C(C(C)CC)N(C)C(=O)C(C)NC(=O)C(C)OC(=O)C(C)(C)CCCCC#C,*C(Cc1ccccc1)N(C)C(=O)C1CCCN1C(=O)C(C(C)CC)N(C)C(=O)C(C)NC(=O)C(C)OC(=O)C(C)(C)C(*)CCCC#C
CCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCCC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH+]c[nH]1)NC(=O)C([NH3+])Cc1ccccc1)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(C(N)=O)C(C)CC)C(C)CC,*CCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(C)NC(=O)C(C*)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCCC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH+]c[nH]1)NC(=O)C([NH3+])Cc1ccccc1)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(C(N)=O)C(C)CC)C(C)CC
C=CC1(C)OC1C(C)C(CC)OC(=O)CC(O)C(C)C(OC1OC(C)CC([NH+](C)C)C1OC(=O)CCC)CCC=O,*C=CC1(C)OC1C(C)C(CC)OC(=O)CC(O)C(C)C(OC1OC(C)CC([NH+](C)C)C1OC(=O)CCC)C(*)CC=O
CCCC(NC(=O)C1C2C(CN1C(=O)C(CO)NC(=O)NC(CN1C(=O)C3CCC(C3)C1=O)C(C)(C)C)C2(C)C)C(=O)C(=O)NCC=C,*CCCC(NC(=O)C1C2C(CN1C(=O)C(CO*)NC(=O)NC(CN1C(=O)C3CCC(C3)C1=O)C(C)(C)C)C2(C)C)C(=O)C(=O)NCC=C
CCNC(=O)CCC(NC(=O)C(CC(C)C)NC(=O)OCc1cccc(Cl)c1)C(=O)C(=O)NC1CC1,*CCNC(=O)CCC(NC(=O)C(CC(C)C)NC(=O)OC(*)c1cccc(Cl)c1)C(=O)C(=O)NC1CC1
CC1N=C(c2cccnc2)OC1CC(OC(=O)CC(O)C(C)(C)C(=O)CC)C(C)=Cc1csc(C)n1,*CC1N=C(c2cccnc2)OC1CC(OC(=O)CC(O)C(C)(C)C(=O)C(*)C)C(C)=Cc1csc(C)n1
CCCCC(=O)NCCCC1(CCC)N=NC(=Nc2cccc(C)c2C)S1,*CCCCC(=O)NCCCC1(CCC*)N=NC(=Nc2cccc(C)c2C)S1
SCC([NH3+])C(=O)NC(C)C(=O)NCC(O)CC(C)C(=O)NCCCC,*SCC([NH3+])C(=O)NC(C)C(=O)NC(*)C(O)CC(C)C(=O)NCCCC
C(=O)NC1=CC(=O)C(NCC=C)=C(CC(C)CC(OC)C(OC(=O)[N-]S(=O)(=O)NC(C)C)C(C)C=C(C)C(OC(N)=O)COC)C1=O,*C(=O)NC1=CC(=O)C(NCC=C)=C(CC(C)CC(OC)C(OC(=O)[N-]S(=O)(=O)NC(C)C)C(C)C=C(C)C(OC(N)=O)C(*)OC)C1=O
CCCCCCCC[NH+](C)CCCCCC[NH+](Cc1ccc(C[NH+](C)Cc2ccccc2OC)cc1)Cc1ccccc1OC,*CCCCCCCC[NH+](C)CCCCCC[NH+](Cc1ccc(C[NH+](C*)Cc2ccccc2OC)cc1)Cc1ccccc1OC
C(=O)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(CC(C)C(=O)C(C)C1N(CCCSc2cnc3ccccc3c2)C(=O)OC1(C)CCC)OC,*C(=O)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(CC(C)C(=O)C(C)C1N(CCCSc2cnc3ccccc3c2)C(=O)OC1(C)C(*)CC)OC
CCC=C(C)CCC(C(=C)CO)C(O)C=CC,*CCC=C(C)CCC(C(=C)CO)C(O)C=C(*)C
CCC=CC1CC(O)CC1C(O)C(C)S(=O)CCO,*CCC=CC1CC(O)CC1C(O)C(C*)S(=O)CCO
CC(O)CCCCn1cc(-c2ccccc2)c2c[nH+]c(N)nc21,*CC(O)CCCCn1cc(-c2ccccc2)c2c[nH+]c(N*)nc21
C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)NCCCCCNC(=O)C(Cc1ccc(O)cc1)[NH2+]C)C(N)=O,*C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)NCCCCC(*)NC(=O)C(Cc1ccc(O)cc1)[NH2+]C)C(N)=O
CC1(C)OC2(CCN(C(=O)c3ccccc3)CC2)OC(C(C)C(=O)OC(CC)C(C)(O)CO)C(C)C1OC1OC(C)CC([NH+](C)C)C1O,*CC1(C)OC2(CCN(C(=O)c3ccccc3)CC2)OC(C(C)C(=O)OC(CC)C(C)(O)C(*)O)C(C)C1OC1OC(C)CC([NH+](C)C)C1O
SSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CCc1ccc(O)cc1)C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(N)=O,*SSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(*)Cc1ccc(O)cc1)C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(N)=O
CC([NH3+])C(=O)NCCCC(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCCc1ccc2ccccc2c1,*CC([NH3+])C(=O)NCCCC(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(*)Cc1ccc2ccccc2c1
CCCC=CC(O)CC(O)CC=CC=CC(CC=CC=CC=O)OC1OC(CO)C(O)C(O)C1O,*CCCC=CC(O)CC(O)CC=CC=CC(CC=CC=CC(*)=O)OC1OC(CO)C(O)C(O)C1O
C(=O)NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC(CSSCCNC(=O)CC(C)c1c(C)cc(O)cc1C)C(N)=O,*C(=O)NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC(CSSCC(*)NC(=O)CC(C)c1c(C)cc(O)cc1C)C(N)=O
CCC=CCCCCCCN(CC(=O)NC(CCC(=O)[O-])C(N)=O)C(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCC=CCCCCCCN(CC(=O)NC(CCC(=O)[O-])C(N)=O)C(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)CN(*)C(=O)C1CCCN1C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
COc1cc(OCCOCCOC)c(Cl)cc1NC(=O)Nc1cnc(C#N)c(O)n1,*COc1cc(OCCOCCOC)c(Cl)cc1NC(=O)Nc1cnc(C#N)c(O*)n1
NCCCCCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)CCCCNC(N)=[NH2+],*NCCCCCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(*)CCCNC(N)=[NH2+]
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)NC)C(=O)[O-],*C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)N(*)C)C(=O)[O-]
C(=O)C(Cc1cc(Br)c(Oc2cc(CC(=NO)C(=O)NCCc3ccc(O)cc3)cc(Br)c2[O-])c(Br)c1)=NO,*C(=O)C(Cc1cc(Br)c(Oc2cc(CC(=NO)C(=O)NCCc3ccc(O)c(*)c3)cc(Br)c2[O-])c(Br)c1)=NO
CCC(O)CCCCn1cc(-c2ccc(CN3CC[NH+](C)CC3)cc2)c2c[nH+]c(N)nc21,*CCC(O)CCCCn1cc(-c2ccc(CN3CC[NH+](C)CC3)cc2)c2c[nH+]c(N*)nc21
C(=O)C(Cc1ccc(OC)c(Cl)c1)NC(=O)C=CCC(OC(=O)CCC(C)C)C(C)C1OC1c1cc(C)ccc1C,*C(=O)C(Cc1ccc(OC)c(Cl)c1)NC(=O)C=CCC(OC(=O)C(*)CC(C)C)C(C)C1OC1c1cc(C)ccc1C
C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)CCCCCCC)C(C)O)C(=O)NC(CC[NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC[NH3+])C(=O)NC(CC[NH3+])C(=O)NCC(C)O,*C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)CCCCCCC)C(C)O)C(=O)NC(CC[NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC[NH3+])C(=O)NC(CC[NH3+])C(=O)NC(*)C(C)O
c1ccc(-c2nc(N(CCCCC(=O)[O-])C(=O)OCC3CC3C(=O)[O-])cs2)nc1-c1csc(-c2csc(C(NC(=O)CNC(=O)c3nc(C(NC(=O)c4nc(CCC(=O)NC)sc4C)C(C)C)sc3COC)C(O)c3ccccc3)n2)n1,*c1ccc(-c2nc(N(CCCCC(=O)[O-])C(=O)OCC3CC3C(=O)[O-])cs2)nc1-c1csc(-c2csc(C(NC(=O)CNC(=O)c3nc(C(NC(=O)c4nc(C(*)CC(=O)NC)sc4C)C(C)C)sc3COC)C(O)c3ccccc3)n2)n1
COc1ccc(NC(=O)Nc2c(C)noc2C)cc1C(=O)N(CC(C)C(CN(C)S(=O)(=O)c1ccc(F)cc1)O)C(C)COCc1ccc(OC)cc1,*COc1ccc(NC(=O)Nc2c(C)noc2C)cc1C(=O)N(CC(C)C(CN(C)S(=O)(=O)c1ccc(F)cc1)O*)C(C)COCc1ccc(OC)cc1
CCC(NC(=O)OC(C)(C)C)C(=O)N1CC2C(C1C(=O)NC(C)C(=O)C(N)=O)C2(C)C,*CCC(NC(=O)OC(C)(C)C)C(=O)N1CC2C(C1C(=O)NC(C*)C(=O)C(N)=O)C2(C)C
OC1(C)Oc2c(C)c(O)c3c(c2C1O)C(=O)C(C)=C(NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)CC)C3=O,*OC1(C)Oc2c(C)c(O)c3c(c2C1O)C(=O)C(C)=C(NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(*)C)C3=O
C(NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCC(C)C1CCC2C3CCC4CC(OC(=O)C(F)(F)F)CCC4(C)C3CCC12C)C(C)C)C(C)OC(=O)C(F)(F)F)C(C)C)C(C)C)C(C)CC)C(=O)NC(C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(=CC)C(=O)NCC(C)C)C(C)C)C(C)CC,*C(NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCC(C)C1CCC2C3CCC4CC(OC(=O)C(F)(F)F)CCC4(C)C3CCC12C)C(C)C)C(C)OC(=O)C(F)(F)F)C(C)C)C(C)C)C(C)CC)C(=O)NC(C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(=CC)C(=O)NC(*)C(C)C)C(C)C)C(C)CC
Cc1c(C)c2c(n1-c1ccc(C(N)=O)c(NC(C)C)c1)CC(C)(C)CC2=O,*Cc1c(C)c2c(n1-c1ccc(C(N)=O)c(NC(*)(C)C)c1)CC(C)(C)CC2=O
C1CC(C)C(=C)C(CC2OC(CC(O)CSc3ccc(OC)cc3)C(OC)C2CC(=O)CC2CCC3OC4C5OC6CC5OC4C(O6)C3O2)O1,*C1CC(C)C(=C)C(CC2OC(CC(O)CSc3ccc(OC)cc3)C(OC)C2CC(=O)CC2CCC3OC4C5OC6(*)CC5OC4C(O6)C3O2)O1
CCCC(CCCNC(=O)CC)=NOCCC,*CCCC(CCCNC(=O)CC*)=NOCCC
C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(N)C(=O)C=C(NCC(=O)c2ccccc2)C1=O)OC,*C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(N)C(=O)C=C(N(*)CC(=O)c2ccccc2)C1=O)OC
C(=O)NC(CO)C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)NC(C)C(=O)N(C)C1Cc2ccc(cc2)Oc2cc(ccc2O)CCN(C)C1=O,*C(=O)NC(CO)C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)NC(C)C(=O)N(C)C1Cc2ccc(cc2)Oc2cc(ccc2O)CC(*)N(C)C1=O
CC1C(C(=O)C(C)COC(=O)CCC[N+](CCC)(CCC)CCC)=CC2C1C=CC1CC(OC3OC(C)C(OC)C(OC)C3OC)CC12,*CC1C(C(=O)C(C)C(*)OC(=O)CCC[N+](CCC)(CCC)CCC)=CC2C1C=CC1CC(OC3OC(C)C(OC)C(OC)C3OC)CC12
OC(C(C)C=CC=CC=CC=CC=CC=CC=CC(CC(O)C(C(=O)[O-])C(O)CC(=O)CC(O)CC(O)CCO)OC1OC(C)C(O)C([NH3+])C1O)C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,*OC(C(C)C=CC=CC=CC=CC=CC=CC=CC(CC(O)C(C(=O)[O-])C(O)CC(=O)CC(O)CC(O)CC(*)O)OC1OC(C)C(O)C([NH3+])C1O)C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1
C1=CCC(C=C2C=CC(C(CCCCCCCCCCCCCCCCC)=c3ccc(=CCCCCCCCCCCCCCCCCC)[nH]3)=N2)=N1,*C1=CCC(C=C2C=CC(C(CCCCCCCCCCCCCCCCC)=c3ccc(=C(*)CCCCCCCCCCCCCCCCC)[nH]3)=N2)=N1
CC(NC(=O)C(CCCC)NC(C)=O)C(=O)NC(CCC[NH3+])C(=O)NC(Cc1ccccc1F)C(=O)NC(CCCNC(N)=[NH2+])C=O,*CC(NC(=O)C(CCCC)NC(C)=O)C(=O)NC(CCC[NH3+])C(=O)NC(Cc1ccccc1F)C(=O)NC(CCCNC(N)=[NH2+])C(*)=O
c1cccc(-c2ccnc(Nc3cccc(C[NH+]CCCCCC(=O)NO)c3)n2)c1,*c1cccc(-c2ccnc(Nc3cccc(C[NH+](*)CCCCCC(=O)NO)c3)n2)c1
c1c(C=NOCCCc2ccccc2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)CO)C3=O,*c1c(C=NOCCCc2ccccc2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(*)O)C3=O
CCNC(=O)CC(NC(=O)C(N)C(C)C)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,*CCNC(=O)CC(NC(=O)C(N*)C(C)C)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
C=CC1CC(OC(=O)CCC(=O)NC(Cc2ccc(N(CCCl)CCCl)cc2)C(=O)OC)CC1C(C=CC(=O)OCC)OC(=O)CCC(=O)NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)OC,*C=CC1CC(OC(=O)CCC(=O)NC(Cc2ccc(N(CCCl)CCCl)cc2)C(=O)OC)CC1C(C=CC(=O)OC(*)C)OC(=O)CCC(=O)NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)OC
c1cccc(CSCCNC(=O)C(Cc2ccccc2)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C[S-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CNC(=O)C(NC(=O)CCCCCCCCCCCCCCC)C(c2ccccc2)c2ccccc2)c1,*c1cccc(CSCCNC(=O)C(Cc2ccccc2)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C[S-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(*)NC(=O)C(NC(=O)CCCCCCCCCCCCCCC)C(c2ccccc2)c2ccccc2)c1
c1ccc(NC(=O)OC)cc1CCCCc1ccc(CCNC(=O)C=Cc2cc(Cl)ccc2-n2cnnn2)cc1,*c1ccc(NC(=O)OC)cc1CCCCc1ccc(CC(*)NC(=O)C=Cc2cc(Cl)ccc2-n2cnnn2)cc1
C=C1COC2C(=NOC)C(C)=CC(C(=O)OC3CC(CC=C(C)COC(=O)c4ccc(Cl)cc4)OC4(CCC(C)C(C(C)CC)O4)C3)C12O,*C=C1COC2C(=NOC)C(C)=CC(C(=O)OC3CC(CC=C(C)C(*)OC(=O)c4ccc(Cl)cc4)OC4(CCC(C)C(C(C)CC)O4)C3)C12O
CCOCCOCCOCCOc1ccc2c(c1)c(=S)c1cc(OCC)ccc1n2C,*CCOCCOCCOCCOc1ccc2c(c1)c(=S)c1cc(OCC*)ccc1n2C
CCCCC(=O)C(CC)S(=O)(=O)[N-]C(=O)Nc1ccc(F)cc1,*CCCCC(=O)C(CC*)S(=O)(=O)[N-]C(=O)Nc1ccc(F)cc1
C(O)CCCC(O)CCCC(O)CCCC(O)CC(OC(=O)C=C(C)CCCC(O)CC(O)CCCC(O)CCCCO)C(C)(C)C,*C(O)CCCC(O)CCCC(O)CCCC(O)CC(OC(=O)C=C(C)CCCC(O)CC(O)CCCC(O)CCCC(*)O)C(C)(C)C
CC(C)CC=C(C)C(CCC(C)C(O)C(C)C(CC=CC=CC(=O)OC(C)C(C)C(O)C(C)CCC(O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)OC(=O)C(COC)N(C)C)OC,*CC(C)CC=C(C)C(CCC(C)C(O)C(C)C(CC=CC=CC(=O)OC(C*)C(C)C(O)C(C)CCC(O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)OC(=O)C(COC)N(C)C)OC
CCCNC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)CCc1ccccc1)C(C)O,*CCCNC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(*)Cc1ccccc1)C(C)O
C[n+]1ccc(NCCCCCCNc2cc[n+](C)c3ccccc23)c2ccccc21,*C[n+]1ccc(NCCCCCCNc2cc[n+](C*)c3ccccc23)c2ccccc21
NC(=O)CCc1ccc(Oc2cccc(Br)c2O)c([N+](=O)[O-])c1,*NC(=O)CCc1ccc(Oc2cc(*)cc(Br)c2O)c([N+](=O)[O-])c1
CCc1cccc2c1CN(C(=O)OC1CC(C(=O)NC(CCC)C(=O)C(=O)NCc3ccccc3)N(C(=O)C(NC(=O)O)C(C)(C)C)C1)C2,*CCc1cccc2c1CN(C(=O)OC1CC(C(=O)NC(CCC)C(=O)C(=O)NCc3ccccc3)N(C(=O)C(NC(=O)O*)C(C)(C)C)C1)C2
NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CSSCC([NH2+]N1Cc2ccccc2CC1C(=O)[O-])C=O)C(=O)NN1Cc2ccccc2CC1C(=O)[O-])C(C)C,*NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CSSCC([NH2+]N1Cc2ccccc2CC1C(=O)[O-])C(*)=O)C(=O)NN1Cc2ccccc2CC1C(=O)[O-])C(C)C
C(=O)NN=Cc1cc(C)c(C=NNC(=O)c2ccc(C(=O)NN=Cc3cc(C)cc(C=NNC=O)c3O)cc2)cc1O,*C(=O)NN=Cc1cc(C)c(C=NNC(=O)c2ccc(C(=O)NN=Cc3cc(C)cc(C=NNC(*)=O)c3O)cc2)cc1O
C(=O)NC1=CC(=O)C(NCCCCCCNC(=O)c2cncnc2)=C(CC(C)CC(OC)C(O)C(C)C=C(C)COC(N)=O)C1=O,*C(=O)NC1=CC(=O)C(NCCCCCCNC(=O)c2cncnc2)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C(*)OC(N)=O)C1=O
COC(=O)CC(=O)OCCCOC(=O)C1(C)CCCC2(C)C3CCC4(OC(=O)CCCCCCCCC(=O)OC56CCC7C(CCC8C(C)(C=O)CCCC78C)(CC5C)C6)CC3(CCC12)CC4C,*COC(=O)CC(=O)OCCCOC(=O)C1(C)CCCC2(C)C3CCC4(OC(=O)CCCCCCCCC(=O)OC56CCC7C(CCC8C(C)(C(*)=O)CCCC78C)(CC5C)C6)CC3(CCC12)CC4C
C(=O)C(C=C(C)CCC1(CC(=O)NCC)S(=O)SC(=O)C1(C)O)OC(=O)COCCOC,*C(=O)C(C=C(C)CCC1(CC(=O)NC(*)C)S(=O)SC(=O)C1(C)O)OC(=O)COCCOC
CCC(O)CCCCCC(C)OC=O,*CCC(O)CCCCCC(C)OC(*)=O
COCCOCCOP1(Cl)=NP(Cl)(Cl)=NP(Cl)=N1,*COCCOCCOP1(Cl)=NP(Cl)(Cl)=NP(*)(Cl)=N1
C(=O)C1C(O)C(C)CN1C(=O)C(NC(=O)C(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)CNC(=O)c1ccc2cc(OCCCCCC)ccc2c1)C(C)O)C(O)C(O)c1ccc(O)c(OS(=O)(=O)[O-])c1)C(O)CC(N)=O,*C(=O)C1C(O)C(C)CN1C(=O)C(NC(=O)C(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C(*)NC(=O)c1ccc2cc(OCCCCCC)ccc2c1)C(C)O)C(O)C(O)c1ccc(O)c(OS(=O)(=O)[O-])c1)C(O)CC(N)=O
CC1OC(OC)C23CCC(CCC=C)C(C)(C)C12O3,*CC1OC(OC)C23CCC(CCC(*)=C)C(C)(C)C12O3
[NH+](CCCNC(=S)Nc1ccc(C)cc1)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)O,*[NH+](CCCNC(=S)Nc1ccc(C)cc1)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)O
C=CC(OC(C)=O)C(C)CC(CC=O)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C([NH+](C)C)C1O)C(OC)C(CC(=O)OCC)OC(C)=O,*C=CC(OC(C)=O)C(C)CC(CC=O)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C([NH+](C)C)C1O)C(OC)C(CC(=O)OC(*)C)OC(C)=O
C=CC=CC=CC=CC=CC(CC1OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O)CC(O)C1C(=O)NC1C2CC3CC(C2)CC1C3)OC1OC(C)C(O)C([NH3+])C1O,*C=CC=CC=CC=CC=CC(CC1OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O*)CC(O)C1C(=O)NC1C2CC3CC(C2)CC1C3)OC1OC(C)C(O)C([NH3+])C1O
